enhet_kode,maned,dimensjon,maling,antall_avvik,antall_rader,andel_avvik_pst
REH,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,156,1051,14.84
ONK,2022-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,25,1082,2.31
BUP,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,217,1041,20.85
ORT,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,93,1077,8.64
REH,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,130,1063,12.23
REH,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,164,1095,14.98
KIR,2025-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,462,1102,41.92
TSB,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,215,991,21.7
MED,2022-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,99,1058,9.36
MED,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,78,1041,7.49
ORT,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,86,1059,8.12
KIR,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,61,946,6.45
ONK,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,48,1883,2.55
MED,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,188,1857,10.12
DPS,2025-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,154,1061,14.51
ORT,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,95,1050,9.05
KIR,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,87,1039,8.37
ORT,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,68,980,6.94
DPS,2023-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,114,1062,10.73
BUP,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,215,1029,20.89
ONK,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,14,1022,1.37
BUP,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,210,1036,20.27
KIR,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,87,1046,8.32
ORT,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,82,1072,7.65
TSB,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,246,1080,22.78
ORT,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,69,941,7.33
REH,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,138,1088,12.68
DPS,2022-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,101,1021,9.89
KIR,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1048,8.4
BUP,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,200,1019,19.63
KIR,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,71,973,7.3
REH,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,150,1070,14.02
REH,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,161,1088,14.8
KIR,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,94,1106,8.5
KIR,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,136,1852,7.34
TSB,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,266,1068,24.91
REH,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,127,923,13.76
KIR,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,79,1072,7.37
BUP,2022-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,219,1072,20.43
REH,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,131,1039,12.61
KIR,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,84,1054,7.97
TSB,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,234,1011,23.15
ORT,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,105,1089,9.64
TSB,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,255,1028,24.81
TSB,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,224,1029,21.77
BUP,2022-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,200,1012,19.76
MED,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,86,1049,8.2
ONK,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,24,1080,2.22
DPS,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,114,965,11.81
BUP,2025-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,1917,1952,98.21
TSB,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,232,953,24.34
REH,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,151,980,15.41
KIR,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,77,1033,7.45
REH,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,136,867,15.69
BUP,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,185,932,19.85
ONK,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,214,1020,20.98
ORT,2022-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,81,1040,7.79
DPS,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,113,1042,10.84
BUP,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,211,1080,19.54
BUP,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,225,1054,21.35
KIR,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,65,967,6.72
ORT,2025-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,98,997,9.83
MED,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,302,1036,29.15
DPS,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,118,1062,11.11
TSB,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,199,957,20.79
BUP,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,210,1042,20.15
KIR,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,68,1065,6.38
DPS,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,105,929,11.3
DPS,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,115,973,11.82
ORT,2023-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,89,1127,7.9
KIR,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,69,1062,6.5
DPS,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,108,1058,10.21
ONK,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,23,1057,2.18
MED,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,102,1060,9.62
ONK,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,125,1066,11.73
KIR,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,66,937,7.04
DPS,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,220,1876,11.73
DPS,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,110,1052,10.46
MED,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,103,1072,9.61
DPS,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,102,1047,9.74
TSB,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,216,978,22.09
MED,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,208,1965,10.59
TSB,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,214,1003,21.34
DPS,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,112,1074,10.43
DPS,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,118,1089,10.84
ORT,2022-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1099,8.01
ONK,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,20,1120,1.79
TSB,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,224,1017,22.03
MED,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,202,1079,18.72
ORT,2022-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,81,1031,7.86
ONK,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,42,1111,3.78
MED,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,83,1012,8.2
REH,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,137,1017,13.47
REH,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,162,971,16.68
REH,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,157,1055,14.88
ONK,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,40,1938,2.06
BUP,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,218,1058,20.6
MED,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,84,1023,8.21
DPS,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,131,1093,11.99
ORT,2025-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,1811,1856,97.58
ONK,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,22,1043,2.11
REH,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,302,1885,16.02
REH,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,140,1020,13.73
BUP,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,199,1038,19.17
BUP,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,232,1067,21.74
BUP,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,377,1839,20.5
KIR,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,82,981,8.36
KIR,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,78,995,7.84
MED,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1045,8.42
TSB,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,430,1882,22.85
BUP,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,226,1088,20.77
BUP,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,230,1094,21.02
ORT,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,110,1089,10.1
TSB,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,260,1037,25.07
DPS,2025-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,436,1051,41.48
ONK,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,28,1149,2.44
BUP,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,311,1101,28.25
MED,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,99,978,10.12
KIR,2022-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,85,1038,8.19
ONK,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,23,1028,2.24
BUP,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,214,1087,19.69
BUP,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,219,1073,20.41
ONK,2024-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,26,1069,2.43
KIR,2023-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,80,1058,7.56
ONK,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,30,1133,2.65
REH,2022-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,150,1015,14.78
MED,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,99,1129,8.77
MED,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,75,1048,7.16
TSB,2025-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,1828,1860,98.28
ORT,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,76,1035,7.34
ONK,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,21,1007,2.09
BUP,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,205,1012,20.26
ONK,2022-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,22,1064,2.07
MED,2025-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,738,1027,71.86
TSB,2022-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,234,1057,22.14
MED,2024-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,95,1042,9.12
MED,2022-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,81,1132,7.16
DPS,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,117,1071,10.92
DPS,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,103,1019,10.11
DPS,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,111,963,11.53
MED,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,89,1047,8.5
BUP,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,225,978,23.01
ORT,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1004,8.76
ONK,2025-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,707,990,71.41
ORT,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1039,8.47
KIR,2025-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,108,1065,10.14
REH,2022-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,161,1072,15.02
DPS,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,143,1026,13.94
TSB,2022-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,235,1045,22.49
ONK,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,29,1050,2.76
REH,2025-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,1852,1877,98.67
BUP,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,200,979,20.43
MED,2024-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,92,1110,8.29
ONK,2024-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,20,1115,1.79
TSB,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,246,1038,23.7
TSB,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,436,1800,24.22
REH,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,143,1003,14.26
KIR,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,75,1013,7.4
DPS,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,124,1053,11.78
KIR,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,75,989,7.58
BUP,2023-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,218,1045,20.86
MED,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,86,1041,8.26
DPS,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,102,1083,9.42
REH,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,156,1087,14.35
KIR,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,90,1001,8.99
BUP,2025-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,251,1028,24.42
TSB,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,214,1005,21.29
REH,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,259,1802,14.37
TSB,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,249,1057,23.56
ORT,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,91,950,9.58
KIR,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,80,1051,7.61
KIR,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,72,1052,6.84
REH,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,142,1043,13.61
ONK,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,23,1071,2.15
REH,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,154,1043,14.77
TSB,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,243,1075,22.6
REH,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,136,1059,12.84
ORT,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,92,1089,8.45
TSB,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,253,1052,24.05
ORT,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,89,1024,8.69
BUP,2022-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,235,1084,21.68
ORT,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,79,1016,7.78
DPS,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,122,1027,11.88
MED,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,93,1079,8.62
DPS,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,112,1005,11.14
ONK,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,37,1840,2.01
DPS,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,127,1059,11.99
MED,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,98,1084,9.04
ONK,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,24,1072,2.24
MED,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,100,1007,9.93
DPS,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,101,1077,9.38
MED,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,82,1017,8.06
TSB,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,232,1072,21.64
ONK,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,21,1099,1.91
KIR,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,85,1060,8.02
ONK,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,21,1088,1.93
DPS,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,119,1026,11.6
MED,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,111,967,11.48
MED,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,176,1853,9.5
DPS,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,200,1789,11.18
ORT,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,77,1010,7.62
ONK,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,22,1087,2.02
REH,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,152,1040,14.62
DPS,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,202,1050,19.24
ORT,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,82,1070,7.66
ONK,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,16,1034,1.55
BUP,2025-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,535,1039,51.49
ORT,2024-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,87,1028,8.46
ORT,2023-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,76,1041,7.3
DPS,2022-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,114,1026,11.11
REH,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,167,1023,16.32
DPS,2022-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,134,1107,12.1
ORT,2025-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,79,1051,7.52
TSB,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,265,1081,24.51
REH,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,140,1040,13.46
REH,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,143,932,15.34
MED,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,86,1000,8.6
TSB,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,202,933,21.65
TSB,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,257,1003,25.62
DPS,2025-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,1923,1963,97.96
ONK,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,19,1018,1.87
ORT,2023-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,90,1039,8.66
KIR,2023-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,79,1098,7.19
TSB,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,216,1057,20.44
REH,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,149,1037,14.37
ORT,2023-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,72,978,7.36
ORT,2022-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,156,1877,8.31
ONK,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,23,981,2.34
MED,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,84,1036,8.11
BUP,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,186,962,19.33
KIR,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,84,1065,7.89
BUP,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,195,1019,19.14
KIR,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,167,1056,15.81
KIR,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,130,1886,6.89
MED,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,77,922,8.35
TSB,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,416,1048,39.69
KIR,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,70,1002,6.99
DPS,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,106,1048,10.11
ONK,2025-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,21,913,2.3
KIR,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,72,1012,7.11
ORT,2025-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,427,1039,41.1
REH,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,344,1048,32.82
KIR,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,89,1054,8.44
BUP,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,210,1051,19.98
ORT,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,85,1035,8.21
DPS,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,118,1064,11.09
DPS,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,120,1009,11.89
DPS,2024-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,127,1094,11.61
DPS,2025-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,784,1092,71.79
MED,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,91,1041,8.74
REH,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,159,1018,15.62
ONK,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,24,1097,2.19
DPS,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,125,1051,11.89
ONK,2024-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,17,1016,1.67
BUP,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,355,1009,35.18
DPS,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,142,1088,13.05
KIR,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,133,1919,6.93
TSB,2023-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,238,1074,22.16
TSB,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,254,1012,25.1
DPS,2022-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,128,1058,12.1
MED,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1028,8.56
KIR,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,75,1016,7.38
DPS,2024-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,116,1119,10.37
MED,2024-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,92,1037,8.87
ONK,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,40,1017,3.93
REH,2022-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,164,1005,16.32
MED,2025-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,97,1025,9.46
ONK,2022-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,15,969,1.55
MED,2022-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,97,1034,9.38
KIR,2022-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,79,1179,6.7
MED,2025-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,163,1097,14.86
MED,2023-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,97,1031,9.41
KIR,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,60,1020,5.88
ONK,2025-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,53,1074,4.93
DPS,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,183,1825,10.03
KIR,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,79,1037,7.62
KIR,2024-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,75,1044,7.18
KIR,2025-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,744,1042,71.4
ONK,2023-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,19,1065,1.78
KIR,2024-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,98,1028,9.53
BUP,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,233,1132,20.58
DPS,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,102,1046,9.75
REH,2025-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,537,1070,50.19
ORT,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,271,978,27.71
ONK,2022-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,24,1081,2.22
KIR,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,92,981,9.38
TSB,2025-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,560,1070,52.34
KIR,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,86,1089,7.9
BUP,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,353,1827,19.32
REH,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,159,1040,15.29
ORT,2022-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,89,1081,8.23
TSB,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,239,1088,21.97
